Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;TIPO OBJETO;ACAO OBJETO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL;TIPO;MARCA;MODELO;COR VEICULO
53419041;11/01/2024;17:18:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;LINHARES;SHELL;AV ALEGRE;COMERCIO;Sem Informacao (Tipo);RAVA;ARO 29;Sem Informacao (Cor)
53419875;11/01/2024;06:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO E 13;Sem Informacao (Cor)
53419875;11/01/2024;06:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 11;Sem Informacao (Cor)
53419924;11/01/2024;10:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;COBILANDIA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IFONE 11;Sem Informacao (Cor)
53419924;11/01/2024;10:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;COBILANDIA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXI S23;Sem Informacao (Cor)
53420075;11/01/2024;05:15:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;SERRA;SAO DIOGO I;AV TERCEIRA AVENIDA;RESIDENCIA;Sem Informacao (Tipo);ALFAMEQ;stroll aro 29;Sem Informacao (Cor)
53420309;11/01/2024;07:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;CARAPINA GRANDE;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXY A12;Sem Informacao (Cor)
53421026;11/01/2024;10:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;MORADA DE SANTA FE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A14 5G;Sem Informacao (Cor)
53421026;11/01/2024;10:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;MORADA DE SANTA FE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 14 PLUS;Sem Informacao (Cor)
53421111;11/01/2024;07:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;HORTO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);LG;K9;Sem Informacao (Cor)
53421277;11/01/2024;12:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VILA INDEPENDENCIA;EST EMILIO CHAGAS;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A14;Sem Informacao (Cor)
53421277;11/01/2024;12:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VILA INDEPENDENCIA;EST EMILIO CHAGAS;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTOROLAONE;Sem Informacao (Cor)
53421285;11/01/2024;12:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;ENSEADA DO SUA;Sem Informacao;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 TITAN;VERMELHO
53421667;11/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;CACHOEIRO DE ITAPEMIRIM;CAICARA;AV CAICARA;VIA PUBLICA;AUTOMOVEL;VOLKSWAGEN;/GOL CLI;BRANCO
53421708;11/01/2024;14:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;NOVA VENECIA;OUTRO LOCAL;RODOVIA QUE LIGA SAO MATEUS E NOVA VENECIA;RODOVIA ESTADUAL;AUTOMOVEL;HONDA;CIVIC LXS FLEX;DOURADO
53422021;11/01/2024;15:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;RUA DOS APOSTOLOS;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 10;Sem Informacao (Cor)
53422185;11/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: AUTOMOTOR;ES;VITORIA;AEROPORTO;Sem Informacao;COMERCIO;AUTOMOVEL;CHEVROLET;ONIX 1.0MT LT;BRANCO
53422350;11/01/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;RUA PRINCIPAL;COMERCIO;Sem Informacao (Tipo);XIAOMI;REDMI;Sem Informacao (Cor)
53422442;11/01/2024;14:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;AV GETULIO VARGAS;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;POCO X5;Sem Informacao (Cor)
53422553;11/01/2024;09:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SERRA;LAGOA DE CARAPEBUS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A14;Sem Informacao (Cor)
53422750;11/01/2024;10:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;COMERCIO;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53422922;11/01/2024;16:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;CARIACICA;CAMPO GRANDE;RUA EM FRENTE AUTO ESCOLA JOSE GERALDO;VIA PUBLICA;MOTOCICLETA;SHINERAY;JET 50CC;BRANCO
53422958;11/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;BARRA DE SAO FRANCISCO;BAIRRO IRMAOS FERNANDES;AV. PREFEITO ANTONIO VALE;RESIDENCIA;MOTOCICLETA;HONDA;POP100;PRETO
53423062;11/01/2024;15:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;ILHA DO BOI;Sem Informacao;VEICULO;MOTOCICLETA;HONDA;XRE 300;AZUL
53423095;11/01/2024;16:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;VITORIA;ILHA DO BOI;Sem Informacao;VIA PUBLICA;MOTOCICLETA;HONDA;XRE 300;CINZA
53423296;11/01/2024;13:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;GUARAPARI;CENTRO;RUA MANOEL SEVERO SIMOES;COMERCIO;Sem Informacao (Tipo);SAMSUNG;A24;Sem Informacao (Cor)
53423296;11/01/2024;13:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;GUARAPARI;CENTRO;RUA MANOEL SEVERO SIMOES;COMERCIO;Sem Informacao (Tipo);SAMSUNG;J2 CORE;Sem Informacao (Cor)
53423490;11/01/2024;18:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VITORIA;ENSEADA DO SUA;AV. CAP. JOAO BRANDAO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE XR;Sem Informacao (Cor)
53423555;11/01/2024;16:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;VITORIA;ILHA DO BOI;RUA AREF HILAL;VIA PUBLICA;MOTOCICLETA;HONDA;NXR160 BROS ESDD;BRANCO
53423650;11/01/2024;14:25:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;CARIACICA;CAMPO GRANDE;ROD BR 262;COMERCIO;Sem Informacao (Tipo);APPLE;IPHONE XR;Sem Informacao (Cor)
53423650;11/01/2024;14:25:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;CARIACICA;CAMPO GRANDE;ROD BR 262;COMERCIO;Sem Informacao (Tipo);APPLE;IPHONE XR COR BRANCO;Sem Informacao (Cor)
53423660;11/01/2024;16:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;COSTA DOURADA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A52;Sem Informacao (Cor)
53423774;11/01/2024;15:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;CARIACICA;EXPEDITO;RUA ROBERTO COUTO;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDIMI 11;Sem Informacao (Cor)
53423878;11/01/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VILA VELHA;PRAIA DA COSTA;RUA PROF TELMO DE SOUZA TORRES;VIA PUBLICA;MOTONETA;OUTROS;OUTROS;PRETO
53423985;11/01/2024;17:15:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;FORTE SAO JOAO;RUA RAIMUNDO NONATO;VIA PUBLICA;MOTONETA;HONDA;BIZ 125;BRANCO
53424377;11/01/2024;19:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;CENTRO;AV PRINCESA ISABEL;VIA PUBLICA;MOTOCICLETA;YAMAHA;FAZER 250;AZUL
53424461;11/01/2024;12:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;CARIACICA;SANTA CECILIA;RUA TRAVESSA D;COMERCIO;Sem Informacao (Tipo);MOTOROLA;MOTO E 22;Sem Informacao (Cor)
53424645;11/01/2024;19:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;VIA PUBLICA;MOTONETA;HONDA;BIZ 125;PRATA
53425869;11/01/2024;21:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;GUARAPARI;PORTAL DE GUARAPARI;RUA A QUATRO;RESIDENCIA;MOTONETA;HONDA;BIZ 125 EX;AZUL
53425997;11/01/2024;21:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;ELDORADO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A20S;Sem Informacao (Cor)
53425997;11/01/2024;21:20:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;ELDORADO;Sem Informacao;VIA PUBLICA;AUTOMOVEL;TOYOTA;ETIOS SD X 15L MT;BRANCO
53426279;11/01/2024;19:45:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VITORIA;JARDIM DA PENHA;AV DANTE MICHELINE;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 TITAN;PRATA
53427361;11/01/2024;23:50:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;VILA VELHA;GLORIA;RUA GETULIO VARGAS;VEICULO;MOTOCICLETA;HONDA;CG 125 FAN;VERMELHO
53427429;11/01/2024;20:15:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PORTO DE SANTANA;**********;VIA PUBLICA;Sem Informacao (Tipo);APPLE;I PHONE 12;Sem Informacao (Cor)
53427452;11/01/2024;19:20:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;LINHARES;CENTRO;AV JOAO FELIPE CALMON;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;A30;Sem Informacao (Cor)
53427483;11/01/2024;15:19:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;VEICULO;Sem Informacao (Tipo);MOTOROLA;G82 - 5G;Sem Informacao (Cor)
53427486;11/01/2024;10:55:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPINA GRANDE;R. JOAO BUBACH;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;SAMSING A23;Sem Informacao (Cor)
53427511;11/01/2024;09:45:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;OUTRO LOCAL;Sem Informacao;COMERCIO;Sem Informacao (Tipo);SAMSUNG;A20S;Sem Informacao (Cor)
53427741;11/01/2024;22:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM VEICULO;ES;VILA VELHA;SANTOS DUMONT;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;Sem Informacao (Modelo);Sem Informacao (Cor)
53427789;11/01/2024;10:15:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;RIO MARINHO;RUA JUATUBA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A03;Sem Informacao (Cor)
53428026;11/01/2024;Indeterminada;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;GUACUI;CENTRO;ROD BR 482;RESIDENCIA;Sem Informacao (Tipo);COLLI;Aro 26;Sem Informacao (Cor)
53428086;11/01/2024;08:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ENSEADA DO SUA;RUA DES MARIO DA SILVA NUNES;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
53428104;11/01/2024;23:15:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ARIBIRI;AV CARLOS LINDENBERG;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO E 20;Sem Informacao (Cor)
53428197;11/01/2024;19:50:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;SAO DIOGO I;TANCREDO NEVES;VIA PUBLICA;AUTOMOVEL;CHEVROLET;SPIN 1.8L AT LTZ;BRANCO
53428213;11/01/2024;22:32:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VILA VELHA;GLORIA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);XIAOMI;POCO X5 PRO;Sem Informacao (Cor)
53428259;11/01/2024;09:40:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM OUTRAS INSTITUICOES;ES;GUACUI;QUINCAS MACHADO;RUA DR NILTON GOMES DE FIGUEIREDO;HOSPITAL;Sem Informacao (Tipo);MOTOROLA;MOTO E13;Sem Informacao (Cor)
53428367;11/01/2024;06:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;CENTRO VILA VELHA;RUA JERONIMO MONTEIRO;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;POCO X4 PRO 5G;Sem Informacao (Cor)
53428494;11/01/2024;06:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SANTA MARIA DE JETIBA;CENTRO;RUA MARLY RAMLOW;OUTRO LOCAL;MOTOCICLETA;HONDA;CG 125 FAN KS;PRETO
53428694;11/01/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SAO MATEUS;CACIQUE;ROD. BR 101;RODOVIA FEDERAL;Sem Informacao (Tipo);OUTROS;REDMI LARANJA 9C;Sem Informacao (Cor)
53428800;11/01/2024;19:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CARAPINA GRANDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G22;Sem Informacao (Cor)
53429000;11/01/2024;14:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;AV LEOPOLDINA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 13 C;Sem Informacao (Cor)
53429108;11/01/2024;22:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;SAO MATEUS;SEAC;ROD. GOVERNADOR MARIO COVAS;OUTRO LOCAL;CAMINHAO TRATOR;VOLKSWAGEN;19.330 CTC 4X2;BRANCO
53429108;11/01/2024;22:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;SAO MATEUS;SEAC;ROD. GOVERNADOR MARIO COVAS;OUTRO LOCAL;SEMI-REBOQUE;RANDON;SR FG;CINZA
53429291;11/01/2024;12:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VITORIA;PRAIA DO CANTO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;11;Sem Informacao (Cor)
53429291;11/01/2024;12:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VITORIA;PRAIA DO CANTO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 12S;Sem Informacao (Cor)
53429334;11/01/2024;13:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;ILHA DO FRADE;PRAIA DAS CASTANHEIRAS;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE XR;Sem Informacao (Cor)
53429347;11/01/2024;19:01:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VILA VELHA;PRAIA DA COSTA;RUA HENRIQUE MOSCOSO;VIA PUBLICA;Sem Informacao (Tipo);ROCKRIDER;st120 aro 29;Sem Informacao (Cor)
53429447;11/01/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;ILHA DO BOI;Sem Informacao;COMERCIO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 9S;Sem Informacao (Cor)
53429468;11/01/2024;18:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;CENTRO VILA VELHA;R. CABO AYLSON SIMOES;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A54 5G;Sem Informacao (Cor)
53429760;11/01/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;PINHEIROS;SAO JOAO DO SOBRADO;VIA PUBLICA;OUTRO LOCAL;Sem Informacao (Tipo);XIAOMI;REDMI 9;Sem Informacao (Cor)
53430657;11/01/2024;18:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;SUPERMERCADO CASA GRANDE;COMERCIO;Sem Informacao (Tipo);OGGI;TITAN;Sem Informacao (Cor)
53430882;11/01/2024;15:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;SERRA;BALNEARIO DE CARAPEBUS;RUA DA AMEIXEIRA;RESIDENCIA;Sem Informacao (Tipo);LG;K22;Sem Informacao (Cor)
53430926;11/01/2024;14:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;AV LEOPOLDINA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 9;Sem Informacao (Cor)
53431261;11/01/2024;18:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PORTO NOVO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G53;Sem Informacao (Cor)
53431479;11/01/2024;21:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;GUARAPARI;PRAIA DO MORRO;RUA CANNES;VIA PUBLICA;CAMINHONETE;HYUNDAI;HR HDB;BRANCO
53431566;11/01/2024;23:30:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JUCUTUQUARA;PRACA DE JUCUTUQUARA;VIA PUBLICA;Sem Informacao (Tipo);NAO SE RECORDA;mountain bike aro 29;Sem Informacao (Cor)
53431566;11/01/2024;23:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JUCUTUQUARA;PRACA DE JUCUTUQUARA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 9;Sem Informacao (Cor)
53439605;11/01/2024;19:20:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;SERRA;VALPARAISO;AV IRIRI LARANJEIRAS ASSAI SUPERMERCADO;COMERCIO;Sem Informacao (Tipo);caloi;COM CESTINHA GARUPA E ROSA;Sem Informacao (Cor)
53452977;11/01/2024;16:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;SERRA;CARAPINA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
